,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
208657,5111,3671,3,962329922,M,35,2,78006,Blazing Saddles (1974),Comedy|Western,False
290092,5555,1729,3,959648199,M,1,10,37830,Jackie Brown (1997),Crime|Drama,False
366073,889,524,1,975248333,M,45,20,10024,Rudy (1993),Drama,False
440138,2683,592,3,979964340,M,35,7,60188,Batman (1989),Action|Adventure|Crime|Drama,False
970333,6002,602,5,960003547,M,50,0,43231,"Great Day in Harlem, A (1994)",Documentary,False
723712,4252,1047,3,965308195,F,35,3,28262,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
446134,6016,1276,4,956780020,M,45,1,37209,Cool Hand Luke (1967),Comedy|Drama,False
762105,1878,1920,2,975178935,M,1,10,92846,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
374981,1968,3252,4,974692818,M,25,11,85258,Scent of a Woman (1992),Drama,False
87865,601,1259,4,975880236,F,18,20,06320,Stand by Me (1986),Adventure|Comedy|Drama,False
273523,1865,3386,4,1003800205,F,18,1,94606,JFK (1991),Drama|Mystery,False
35797,3715,588,5,966266466,M,18,5,55428,Aladdin (1992),Animation|Children's|Comedy|Musical,False
884568,2185,3926,2,975361847,M,45,17,27502,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,False
880457,955,2827,3,975132447,F,50,7,94941,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,False
979612,1017,2614,2,975012975,M,35,0,30906,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,False
407041,5927,3751,4,964109014,M,35,14,10003,Chicken Run (2000),Animation|Children's|Comedy,False
299135,4167,913,3,965335241,M,25,20,22032,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
486368,1611,3703,4,980749212,M,25,0,03867,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
832646,5996,3712,4,1020097849,F,25,0,87114,Soapdish (1991),Comedy,False
966178,2915,1910,5,972864936,M,25,7,23423,I Went Down (1997),Action|Comedy|Crime,False
423640,2934,2054,4,971489667,F,35,20,91324,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
354764,352,3425,3,976333284,M,18,4,60115,Mo' Better Blues (1990),Drama,False
752524,5269,2973,4,961168232,M,18,0,37211,Crimes and Misdemeanors (1989),Comedy,False
759575,1875,2352,4,975767751,M,35,12,94107,"Big Chill, The (1983)",Comedy|Drama,False
698875,3051,3082,3,970295964,M,18,17,94063,"World Is Not Enough, The (1999)",Action|Thriller,False
639146,1033,2287,3,977427950,M,25,5,60076,Them! (1954),Sci-Fi|Thriller|War,False
453350,3096,1282,4,969643251,F,45,3,38028,Fantasia (1940),Animation|Children's|Musical,False
800383,2102,1208,3,974653512,M,25,11,48825,Apocalypse Now (1979),Drama|War,False
703857,2641,3752,3,974536243,M,25,6,19428,"Me, Myself and Irene (2000)",Comedy,False
77521,4409,3578,4,965152481,M,25,14,65023,Gladiator (2000),Action|Drama,False
423960,4725,2054,3,963374639,M,35,5,96707-1321,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
633588,2101,198,3,974652707,M,25,16,48309,Strange Days (1995),Action|Crime|Sci-Fi,False
841905,5322,3831,4,978879085,M,35,17,97330,Saving Grace (2000),Comedy,False
560628,839,246,5,975363086,M,25,0,98103,Hoop Dreams (1994),Documentary,False
93980,3626,3255,4,966595514,M,25,17,75075,"League of Their Own, A (1992)",Comedy|Drama,False
460458,5394,3034,4,1020644132,M,18,0,60618,Robin Hood (1973),Animation|Children's,False
822485,4708,2183,4,963936061,M,25,0,60647,"Man Who Knew Too Much, The (1956)",Thriller,False
187226,18,2735,3,978154650,F,18,3,95825,"Golden Child, The (1986)",Action|Adventure|Comedy,False
225118,3308,1240,5,967975579,F,18,20,15701-1348,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
682648,1958,485,3,974691674,F,25,1,17055,Last Action Hero (1993),Action|Comedy,False
931539,1285,1131,5,974967545,M,35,4,98125,Jean de Florette (1986),Drama,False
444004,2102,1345,2,974653615,M,25,11,48825,Carrie (1976),Horror,False
780935,4049,2412,1,965498498,M,45,11,33133,Rocky V (1990),Action|Drama,False
313309,3626,497,4,966593951,M,25,17,75075,Much Ado About Nothing (1993),Comedy|Romance,False
227740,5475,2987,4,959882172,M,25,4,94110,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
572254,735,708,4,975647166,M,25,14,04240,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
872786,3007,1978,1,970539662,M,35,0,33174,Friday the 13th Part V: A New Beginning (1985),Horror,False
854451,4169,3628,4,967165158,M,50,0,66048,Flying Tigers (1942),Action|Drama|War,False
96100,20,110,5,978143508,M,25,14,55113,Braveheart (1995),Action|Drama|War,False
380604,774,3265,3,976905885,M,18,4,22903,Hard-Boiled (Lashou shentan) (1992),Action|Crime,False
343681,5786,912,4,958143329,M,25,6,53211,Casablanca (1942),Drama|Romance|War,False
484985,4016,924,4,965528871,M,50,0,33901,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
26510,1694,527,3,974717250,M,25,12,98116,Schindler's List (1993),Drama|War,False
978086,1147,3128,2,974873713,M,25,20,98101,"Map of the World, A (1999)",Drama,False
805718,1741,3949,4,974711351,M,35,7,91107,Requiem for a Dream (2000),Drama,False
266329,3415,1704,5,967518057,M,35,7,80129,Good Will Hunting (1997),Drama,False
122978,4388,1370,5,965217672,M,45,3,75074,Die Hard 2 (1990),Action|Thriller,False
775858,1170,852,2,974860326,M,56,3,10023,Tin Cup (1996),Comedy|Romance,False
777143,3328,350,4,967917133,M,56,19,91790-1161,"Client, The (1994)",Drama|Mystery|Thriller,False
671065,3476,3639,5,967134756,M,50,0,44126,"Man with the Golden Gun, The (1974)",Action,False
526175,822,2375,5,975812995,F,25,1,07666,"Money Pit, The (1986)",Comedy,False
329656,5475,3072,4,960938928,M,25,4,94110,Moonstruck (1987),Comedy,False
147180,1647,1953,5,1001919756,M,18,18,98118,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
86264,302,902,4,976508345,M,18,4,04901,Breakfast at Tiffany's (1961),Drama|Romance,False
82096,4659,3108,1,963974830,F,25,14,37076,"Fisher King, The (1991)",Comedy|Drama|Romance,False
87638,5575,368,4,959292331,M,35,7,19808,Maverick (1994),Action|Comedy|Western,False
471312,4363,1371,5,965184751,M,35,14,91602,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
854739,1117,897,4,976594044,M,18,14,10017,For Whom the Bell Tolls (1943),Adventure|War,False
814490,4430,1680,3,965101473,F,25,0,94403,Sliding Doors (1998),Drama|Romance,False
600142,676,762,3,975650398,M,18,16,55129,Striptease (1996),Comedy|Crime,False
326112,5646,1101,3,958873925,M,18,4,96744,Top Gun (1986),Action|Romance,False
562137,3562,1288,4,966795461,F,25,6,32812,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
228281,3507,2333,3,967152659,M,25,0,02472,Gods and Monsters (1998),Drama,False
84214,3416,1610,4,967401507,M,25,12,20850,"Hunt for Red October, The (1990)",Action|Thriller,False
339182,3080,2966,4,976307344,M,25,20,55410,"Straight Story, The (1999)",Drama,False
594205,3475,2567,1,1015737154,M,25,14,33133,EDtv (1999),Comedy,False
325614,2774,1101,4,973098055,M,25,1,92103,Top Gun (1986),Action|Romance,False
823519,3754,3204,4,966118771,M,56,7,94612,"Boys from Brazil, The (1978)",Thriller,False
297548,3833,1089,4,965930796,M,25,1,68516,Reservoir Dogs (1992),Crime|Thriller,False
410193,4606,1148,3,964200529,F,1,10,90291,"Wrong Trousers, The (1993)",Animation|Comedy,False
995917,4653,270,3,975534109,M,35,12,95051,Love Affair (1994),Drama|Romance,False
711976,2866,3450,1,972479023,M,25,7,53717,Grumpy Old Men (1993),Comedy,False
6164,678,1197,2,978702553,M,25,0,34952,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
778221,5317,3063,4,972361325,F,25,0,02138,Poison Ivy (1992),Thriller,False
575012,4064,3658,5,965476611,M,45,0,20851,Quatermass and the Pit (1967),Sci-Fi,False
254728,2824,377,4,972621787,M,18,4,02111,Speed (1994),Action|Romance|Thriller,False
739474,1019,11,3,975424454,M,35,1,60640,"American President, The (1995)",Comedy|Drama|Romance,False
12393,4906,919,4,962680494,M,50,17,49506,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
259415,2119,2716,4,974996927,M,35,4,10036,Ghostbusters (1984),Comedy|Horror,False
534933,3745,543,2,966141593,F,25,9,49442,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
171336,2665,1784,3,974736594,M,35,11,98443,As Good As It Gets (1997),Comedy|Drama,False
7640,4566,1197,3,964488405,M,35,17,19473,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
652240,4041,2985,5,965502862,M,18,3,48005,Robocop (1987),Action|Crime|Sci-Fi,False
127277,1605,590,3,974927715,F,18,0,28270,Dances with Wolves (1990),Adventure|Drama|Western,False
358393,3425,3500,3,967366038,M,18,20,48135,Mr. Saturday Night (1992),Comedy|Drama,False
601051,3213,1883,1,968518997,F,25,1,83705,Bulworth (1998),Comedy,False
671179,4353,3639,2,965192369,M,25,7,11215,"Man with the Golden Gun, The (1974)",Action,False
604962,2772,1396,4,981065073,M,35,17,10025,Sneakers (1992),Crime|Drama|Sci-Fi,False
943920,5594,3357,5,959547613,F,45,0,55419,East-West (Est-ouest) (1999),Drama|Romance,False
571781,5888,2539,4,957481136,M,25,20,64114,Analyze This (1999),Comedy,False
87240,2489,368,4,974144306,F,35,9,37843,Maverick (1994),Action|Comedy|Western,False
317330,533,32,4,976141422,M,25,12,27514,Twelve Monkeys (1995),Drama|Sci-Fi,False
128477,261,1196,5,976667479,M,25,20,75801,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
246863,4104,1909,4,965416018,M,18,16,42141,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
811973,475,1235,3,976221995,F,25,2,55421,Harold and Maude (1971),Comedy,False
19070,1607,2018,4,974734113,M,45,1,02135,Bambi (1942),Animation|Children's,False
139047,4887,2359,3,962739271,M,18,2,19072,Waking Ned Devine (1998),Comedy,False
493421,5580,2405,4,996163537,M,45,7,01581,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
260674,5551,2716,3,959459043,F,35,20,98103,Ghostbusters (1984),Comedy|Horror,False
458816,1421,180,4,983726951,F,1,10,53704,Mallrats (1995),Comedy,False
921396,3650,640,3,966460911,M,25,0,60611,Diabolique (1996),Drama|Thriller,False
126218,881,2427,2,975264344,M,18,14,76401,"Thin Red Line, The (1998)",Action|Drama|War,False
807444,5539,3022,5,962589463,F,25,20,91403,"General, The (1927)",Comedy,False
657934,780,2143,3,975437950,M,25,17,91776,Legend (1985),Adventure|Fantasy|Romance,False
255631,474,1268,3,976239004,M,25,17,92126,Pump Up the Volume (1990),Drama,False
707086,2810,585,1,974846323,F,1,10,64093,"Brady Bunch Movie, The (1995)",Comedy,False
98879,2872,2278,4,972416692,M,25,20,94014,Ronin (1998),Action|Crime|Thriller,False
656173,1448,2718,5,976123812,F,25,3,17522,Drop Dead Gorgeous (1999),Comedy,False
72593,3934,1210,3,965709445,M,25,0,44512,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
626308,2293,1179,5,974509776,F,56,3,48130,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
529493,5880,2012,5,957550066,M,25,1,08904,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
328449,5647,364,3,958873952,M,18,1,62522,"Lion King, The (1994)",Animation|Children's|Musical,False
933036,922,1178,5,975209677,M,56,16,48009,Paths of Glory (1957),Drama|War,False
195531,198,1580,5,976980379,M,25,12,55108,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
440322,3433,592,2,967416549,M,18,12,55113,Batman (1989),Action|Adventure|Crime|Drama,False
631033,2624,1284,4,973650218,F,35,0,44313,"Big Sleep, The (1946)",Film-Noir|Mystery,False
213131,5282,2081,4,961095792,F,18,4,63146,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
850627,1128,1977,1,974908599,M,25,1,72701,Friday the 13th: The Final Chapter (1984),Horror,False
333539,3993,2082,1,965678944,M,25,0,22015,"Mighty Ducks, The (1992)",Children's|Comedy,False
548773,377,1234,4,976303256,M,25,17,55418,"Sting, The (1973)",Comedy|Crime,False
418926,5271,1307,4,961138610,F,25,0,94110,When Harry Met Sally... (1989),Comedy|Romance,False
816216,5220,3504,5,961544200,M,25,7,91436,Network (1976),Comedy|Drama,False
8908,5888,1287,4,957481884,M,25,20,64114,Ben-Hur (1959),Action|Adventure|Drama,False
446861,887,1278,5,975259395,F,56,16,55345,Young Frankenstein (1974),Comedy|Horror,False
770022,4041,1285,3,965712980,M,18,3,48005,Heathers (1989),Comedy,False
900966,3821,3747,3,974756646,M,25,20,44313,Jesus' Son (1999),Drama,False
539067,1540,1220,4,974770506,M,45,0,97214,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
242735,5131,296,5,962131193,F,25,1,77707,Pulp Fiction (1994),Crime|Drama,False
857448,216,2408,3,976863844,M,45,13,52761,Cocoon: The Return (1988),Comedy|Sci-Fi,False
596123,4411,160,1,969332407,M,18,4,92122,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
872126,5367,1971,1,960510498,M,18,4,55344,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,False
525003,2120,3175,4,975035204,M,1,0,02780,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
538129,1343,2021,3,975804297,M,35,14,91324,Dune (1984),Fantasy|Sci-Fi,False
477966,556,916,5,976054437,F,25,9,37221,Roman Holiday (1953),Comedy|Romance,False
454522,1714,750,4,974710031,M,25,17,43212,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
399744,5689,1343,4,961988668,M,25,0,84119,Cape Fear (1991),Thriller,False
671095,3729,3639,5,967405357,M,18,4,20037,"Man with the Golden Gun, The (1974)",Action,False
520440,5317,1135,4,972359330,F,25,0,02138,Private Benjamin (1980),Comedy,False
125091,2840,2353,3,972571082,M,25,0,60660,Enemy of the State (1998),Action|Thriller,False
116940,839,480,5,975359631,M,25,0,98103,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
255820,3892,1268,3,972174580,M,25,20,91505,Pump Up the Volume (1990),Drama,False
292458,601,16,5,975887286,F,18,20,06320,Casino (1995),Drama|Thriller,False
226910,2685,2987,2,973376019,M,45,7,02116,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
889836,1356,1609,1,974787981,F,18,4,91706,187 (1997),Drama,False
796011,4208,930,5,965320753,F,35,0,90403,Notorious (1946),Film-Noir|Romance|Thriller,False
172202,4055,2943,4,965495075,M,50,0,98826,Indochine (1992),Drama|Romance,False
294569,1544,1513,2,974744451,M,25,12,63146,Romy and Michele's High School Reunion (1997),Comedy,False
889900,710,1611,3,975831272,M,25,20,85207,My Own Private Idaho (1991),Drama,False
954917,1897,3125,4,974773348,F,50,2,94530,"End of the Affair, The (1999)",Drama,False
265431,25,1704,4,978132864,M,18,4,01609,Good Will Hunting (1997),Drama,False
667453,22,1882,1,978155040,M,18,15,53706,Godzilla (1998),Action|Sci-Fi,False
470711,5249,2316,4,961602878,F,45,14,75006,Practical Magic (1998),Drama|Romance,False
654456,338,222,4,976346359,M,35,7,55116,Circle of Friends (1995),Drama|Romance,False
720109,5493,429,1,959813995,M,35,12,96797,Cabin Boy (1994),Comedy,False
63090,117,648,4,977495380,M,25,17,33314,Mission: Impossible (1996),Action|Adventure|Mystery,False
729519,4446,2478,4,965092305,M,18,18,60435,Three Amigos! (1986),Comedy|Western,False
597950,6036,2581,3,956710006,F,25,15,32603,Never Been Kissed (1999),Comedy|Romance,False
312618,5627,1095,4,959039983,M,25,0,07040,Glengarry Glen Ross (1992),Drama,False
923651,2188,1919,3,974608123,F,18,19,60641,Madeline (1998),Children's|Comedy,False
841634,1980,2385,1,974774543,M,35,7,06460,Home Fries (1998),Comedy|Romance,False
549339,3824,1234,4,991943135,M,25,17,32308,"Sting, The (1973)",Comedy|Crime,False
165310,1741,3418,5,974709225,M,35,7,91107,Thelma & Louise (1991),Action|Drama,False
77322,3746,3578,4,1015278003,M,25,5,54703,Gladiator (2000),Action|Drama,False
892332,3285,1648,3,968117808,M,25,4,44706,"House of Yes, The (1997)",Comedy|Drama|Thriller,False
769659,1264,1285,5,974820489,M,25,1,53711,Heathers (1989),Comedy,False
769529,176,1285,2,977099280,F,18,3,55016,Heathers (1989),Comedy,False
763653,869,2558,4,975280996,M,18,20,92026,Forces of Nature (1999),Comedy|Romance,False
22686,5153,2321,3,961968277,M,25,7,60046,Pleasantville (1998),Comedy,False
631100,3474,1284,5,967132956,M,35,11,10538,"Big Sleep, The (1946)",Film-Noir|Mystery,False
125540,5523,2353,5,959646853,M,35,0,60187,Enemy of the State (1998),Action|Thriller,False
322340,4055,357,5,965491887,M,50,0,98826,Four Weddings and a Funeral (1994),Comedy|Romance,False
717683,3180,2249,2,968801886,M,25,14,07430,My Blue Heaven (1990),Comedy,False
818169,5433,3018,2,960242782,F,35,17,45014,Re-Animator (1985),Horror,False
588911,4823,3033,3,1012353602,M,18,4,46219,Spaceballs (1987),Comedy|Sci-Fi,False
568903,5522,440,2,960089993,M,25,14,02460,Dave (1993),Comedy|Romance,False
188975,1870,1079,5,974698735,M,56,13,85248,"Fish Called Wanda, A (1988)",Comedy,False
464824,5722,904,5,977248046,M,25,20,48103,Rear Window (1954),Mystery|Thriller,False
606357,4277,2841,4,965289972,M,35,16,98133,Stir of Echoes (1999),Thriller,False
855261,1422,2537,1,978468828,M,35,17,55934,Beyond the Poseidon Adventure (1979),Adventure,False
308337,954,1885,2,975135644,F,25,0,21030,"Opposite of Sex, The (1998)",Comedy|Drama,False
282982,6013,2599,4,956861276,F,25,20,32301,Election (1999),Comedy,False
720843,1424,799,4,974759287,M,35,0,28209,"Frighteners, The (1996)",Comedy|Horror,False
977096,5878,2271,2,1043781878,F,25,0,60640,Permanent Midnight (1998),Drama,False
405375,1551,3178,2,1013137313,M,25,11,20008,"Hurricane, The (1999)",Drama,False
424866,3578,1252,5,966711654,M,50,3,96714,Chinatown (1974),Film-Noir|Mystery|Thriller,False
606698,230,500,3,976822056,M,45,1,43210,Mrs. Doubtfire (1993),Comedy,False
335696,4008,3753,4,965545991,M,18,1,92802,"Patriot, The (2000)",Action|Drama|War,False
159457,3603,349,3,966619651,F,35,7,78704,Clear and Present Danger (1994),Action|Adventure|Thriller,False
948271,4447,2645,3,965177535,M,45,5,32953,Dracula (1958),Horror,False
428867,5269,3363,3,961168499,M,18,0,37211,American Graffiti (1973),Comedy|Drama,False
786279,5747,2875,3,958359215,M,25,0,03755,Sommersby (1993),Drama|Mystery|Romance,False
437496,4448,1339,5,966449310,M,25,14,06880,Bram Stoker's Dracula (1992),Horror|Romance,False
435338,5511,2136,5,959788513,M,45,1,92407,"Nutty Professor, The (1963)",Comedy,False
245771,1607,299,4,974732615,M,45,1,02135,Priest (1994),Drama,False
588355,1150,3033,1,974877159,F,25,20,75226,Spaceballs (1987),Comedy|Sci-Fi,False
823445,1712,3204,3,980389490,M,25,0,73003,"Boys from Brazil, The (1978)",Thriller,False
295991,2411,1517,4,974590734,F,35,14,01536,Austin Powers: International Man of Mystery (1997),Comedy,False
567750,1737,3146,4,977011617,M,35,20,46614,Deuce Bigalow: Male Gigolo (1999),Comedy,False
560684,1242,246,5,974834867,F,35,0,10014,Hoop Dreams (1994),Documentary,False
716644,5406,2671,3,960305659,F,35,0,49504,Notting Hill (1999),Comedy|Romance,False
636250,1451,3576,4,1028153729,M,35,20,90012,"Hidden, The (1987)",Action|Horror|Sci-Fi,False
75374,3584,1213,5,966694283,M,18,0,76543,GoodFellas (1990),Crime|Drama,False
446386,1632,671,4,974716751,M,25,16,94120,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
126078,5922,3334,4,957471313,M,56,3,94561,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,False
344830,1552,2100,3,974874890,M,45,20,10021,Splash (1984),Comedy|Fantasy|Romance,False
2216,5556,661,3,959443516,M,45,6,92103,James and the Giant Peach (1996),Animation|Children's|Musical,False
580450,2756,3494,5,985995451,M,18,4,97331,True Grit (1969),Adventure|Western,False
784629,5172,455,1,962722972,F,35,11,05602,Free Willy (1993),Adventure|Children's|Drama,False
325361,1094,1101,4,974928507,F,18,0,92626,Top Gun (1986),Action|Romance,False
845567,193,1875,4,977021619,F,45,15,44106,Clockwatchers (1997),Comedy,False
740753,3480,3044,5,967088145,M,25,0,59405,Dead Again (1991),Mystery|Romance|Thriller,False
168443,2918,780,4,973280892,M,25,12,98112,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
332850,2751,1569,3,973198034,F,25,16,28120,My Best Friend's Wedding (1997),Comedy|Romance,False
493040,2102,2405,3,974653235,M,25,11,48825,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
6834,2638,1197,4,973572440,M,25,14,06405,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
338023,1613,1007,4,974757333,M,18,20,61801,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,False
67242,4582,2628,4,975515858,F,25,0,55408,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
425733,4708,1254,5,963525855,M,25,0,60647,"Treasure of the Sierra Madre, The (1948)",Adventure,False
814615,5996,1680,5,956873744,F,25,0,87114,Sliding Doors (1998),Drama|Romance,False
569646,846,2507,3,976157597,M,25,5,80209,Breakfast of Champions (1999),Comedy,False
800918,4761,1208,5,963100452,M,18,15,21042,Apocalypse Now (1979),Drama|War,False
978819,2872,369,4,972422150,M,25,20,94014,Mrs. Parker and the Vicious Circle (1994),Drama,False
664666,3320,1005,1,968525296,M,25,1,56082,D3: The Mighty Ducks (1996),Children's|Comedy,False
903924,4942,2788,5,962643752,M,45,12,40515,And Now for Something Completely Different (1971),Comedy,False
904541,1680,3820,1,974839888,M,25,20,95380,Thomas and the Magic Railroad (2000),Children's,False
791510,1260,2463,4,1004039302,M,25,17,28262,Ruthless People (1986),Comedy,False
869893,5812,2884,3,957938491,F,25,7,92120,Dog Park (1998),Comedy|Romance,False
350313,2408,1573,4,974255078,F,45,1,01609,Face/Off (1997),Action|Sci-Fi|Thriller,False
580548,4473,3494,2,965076424,M,35,1,94121,True Grit (1969),Adventure|Western,False
405136,5641,1358,3,958925273,F,25,17,48473,Sling Blade (1996),Drama|Thriller,False
87532,4543,368,3,979854308,M,25,2,11105,Maverick (1994),Action|Comedy|Western,False
696286,3785,785,4,966022085,F,25,20,93401,Kingpin (1996),Comedy,False
316256,4482,3499,3,965018461,F,35,1,94044,Misery (1990),Horror,False
581323,5788,3070,3,958109067,M,25,0,92646,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
965122,4454,338,1,965109947,M,25,20,111225,Virtuosity (1995),Sci-Fi|Thriller,False
893136,2608,3342,5,973727075,F,25,1,10025,Birdy (1984),Drama|War,False
373609,4659,105,3,963975032,F,25,14,37076,"Bridges of Madison County, The (1995)",Drama|Romance,False
795084,4233,922,5,965312956,M,35,4,37917,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,False
741572,5759,196,1,959558735,F,25,1,08904,Species (1995),Horror|Sci-Fi,False
510814,4115,2001,5,965362663,M,25,15,99353,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
796270,4028,947,1,966201683,M,25,4,02140,My Man Godfrey (1936),Comedy,False
719919,5779,786,3,958164439,M,25,5,10011,Eraser (1996),Action|Thriller,False
202026,970,1378,4,975977801,M,25,0,27615,Young Guns (1988),Action|Comedy|Western,False
489432,1244,858,5,974830062,M,25,4,22030,"Godfather, The (1972)",Action|Crime|Drama,False
681231,4379,2020,4,965180999,M,25,4,27278,Dangerous Liaisons (1988),Drama|Romance,False
591017,3058,1982,3,970591951,M,18,12,55123,Halloween (1978),Horror,False
964144,1470,3432,2,974838817,M,18,4,94118,Death Wish 3 (1985),Action|Drama,False
106451,3718,1945,5,966264008,M,50,17,07728,On the Waterfront (1954),Crime|Drama,False
885726,2851,2007,2,972506696,F,25,7,94107,Polish Wedding (1998),Comedy,False
279724,2781,1649,4,973020041,M,35,4,45205,"Fast, Cheap & Out of Control (1997)",Documentary,False
362455,2063,2712,2,975375607,M,25,4,43138,Eyes Wide Shut (1999),Drama,False
579182,48,10,4,978013024,M,25,4,92107,GoldenEye (1995),Action|Adventure|Thriller,False
855671,2743,2546,3,973222255,M,25,14,72601,"Deep End of the Ocean, The (1999)",Drama,False
304071,1272,2395,5,974816024,M,18,20,49506,Rushmore (1998),Comedy,False
239,843,1193,5,975375252,M,25,7,49321,One Flew Over the Cuckoo's Nest (1975),Drama,False
680351,3224,475,3,968543145,F,25,14,93428,In the Name of the Father (1993),Drama,False
74278,3997,1687,3,965581676,M,35,17,45255,"Jackal, The (1997)",Action|Thriller,False
938825,3934,3225,3,965703061,M,25,0,44512,Down to You (2000),Comedy|Romance,False
450432,2106,316,2,975131083,F,18,20,495321,Stargate (1994),Action|Adventure|Sci-Fi,False
729470,3942,2478,2,967035500,M,18,4,49855,Three Amigos! (1986),Comedy|Western,False
48734,4026,260,4,965517832,M,25,7,68164,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
435932,890,802,5,976504307,M,18,4,92153,Phenomenon (1996),Drama|Romance,False
808311,1758,1297,4,974786558,F,25,0,33067-1400,Real Genius (1985),Comedy,False
519987,5448,899,5,960086408,M,45,19,60626,Singin' in the Rain (1952),Musical|Romance,False
595039,4378,3005,4,965175601,M,18,17,06040,"Bone Collector, The (1999)",Thriller,False
253685,4478,3081,3,965052858,M,1,12,02138,Sleepy Hollow (1999),Horror|Romance,False
625050,2683,2369,4,980028864,M,35,7,60188,Desperately Seeking Susan (1985),Comedy|Romance,False
495940,5394,1031,3,1020644888,M,18,0,60618,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,False
637782,5504,1614,2,959738240,M,45,7,85287-2702,In & Out (1997),Comedy,False
421047,284,1756,4,976576531,M,25,12,91910,"Prophecy II, The (1998)",Horror,False
469528,1501,333,3,974760478,M,25,11,75801,Tommy Boy (1995),Comedy,False
336230,2583,2017,3,975806782,M,35,7,19610,Babes in Toyland (1961),Children's|Fantasy|Musical,False
60696,5458,1357,4,970459837,F,18,2,98102,Shine (1996),Drama|Romance,False
139774,5359,95,2,975944861,M,18,16,27705,Broken Arrow (1996),Action|Thriller,False
76897,2323,3578,4,974625477,M,35,3,13088,Gladiator (2000),Action|Drama,False
200547,5623,1266,5,959094210,M,25,11,84109,Unforgiven (1992),Western,False
360065,5747,1476,2,958360844,M,25,0,03755,Private Parts (1997),Comedy|Drama,False
714522,4578,1799,4,964389872,M,25,0,02134,Suicide Kings (1997),Crime|Drama,False
647533,3658,2533,4,966445335,F,25,7,07090,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
705655,5614,1655,5,964399862,M,25,0,12833,Phantoms (1998),Horror,False
122393,1448,1370,3,976139319,F,25,3,17522,Die Hard 2 (1990),Action|Thriller,False
952857,1680,2381,1,974838315,M,25,20,95380,Police Academy 4: Citizens on Patrol (1987),Comedy,False
846332,5096,3706,3,962380089,M,25,11,75206,Angel Heart (1987),Film-Noir|Mystery|Thriller,False
